ID,ABBREVIATION,DATABASE,CATEGORY,DATASET,SOURCE_PATH,DESTINATION_PATH,FILE_FORMAT,FILE_NAME,VERSION,UPD_FILE,SIZE,LAST_UPDATE
248,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/clusters.tree.v11.5.txt.gz,defaut,TXT,clusters.tree.v11.5.txt.gz,11.5,0,,
249,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/COG.mappings.v11.5.txt.gz,defaut,TXT,COG.mappings.v11.5.txt.gz,11.5,0,,
250,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/species.mappings.v11.5.txt.gz,defaut,TXT,species.mappings.v11.5.txt.gz,11.5,0,,
251,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/species.v11.5.txt,defaut,TXT,species.v11.5.txt,11.5,0,,
252,STRING,STRING,Proteins,Accessory Data,https://stringdb-static.org/download/species.tree.v11.5.txt,defaut,TXT,species.tree.v11.5.txt,11.5,0,,
253,STRING,STRING,Proteins,Full Database Dumps,https://stringdb-static.org/download/database.schema.v11.5.pdf,defaut,PDF,database.schema.v11.5.pdf,11.5,0,,
254,STRING,STRING,Proteins,Full Database Dumps,https://stringdb-static.org/download/items_schema.v11.5.sql.gz,defaut,SQL,items_schema.v11.5.sql.gz,11.5,0,,
255,STRING,STRING,Proteins,Full Database Dumps,https://stringdb-static.org/download/network_schema.v11.5.sql.gz,defaut,SQL,network_schema.v11.5.sql.gz,11.5,0,,
256,STRING,STRING,Proteins,Full Database Dumps,https://stringdb-static.org/download/evidence_schema.v11.5.sql.gz,defaut,SQL,evidence_schema.v11.5.sql.gz,11.5,0,,
257,STRING,STRING,Proteins,Full Database Dumps,https://stringdb.meringlab.org/download/homology_schema.v11.5.sql.gz,defaut,SQL,homology_schema.v11.5.sql.gz,11.5,0,,
258,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Interaction Data,https://stringdb-static.org/download/protein.links.v11.5/9606.protein.links.v11.5.txt.gz,defaut,TXT,9606.protein.links.v11.5.txt.gz,11.5,0,,
259,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Interaction Data,https://stringdb-static.org/download/protein.links.detailed.v11.5/9606.protein.links.detailed.v11.5.txt.gz,defaut,TXT,9606.protein.links.detailed.v11.5.txt.gz,11.5,0,,
260,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Interaction Data,https://stringdb-static.org/download/protein.links.full.v11.5/9606.protein.links.full.v11.5.txt.gz,defaut,TXT,9606.protein.links.full.v11.5.txt.gz,11.5,0,,
261,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Interaction Data,https://stringdb-static.org/download/protein.physical.links.v11.5/9606.protein.physical.links.v11.5.txt.gz,defaut,TXT,9606.protein.physical.links.v11.5.txt.gz,11.5,0,,
262,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Interaction Data,https://stringdb-static.org/download/protein.physical.links.detailed.v11.5/9606.protein.physical.links.detailed.v11.5.txt.gz,defaut,TXT,9606.protein.physical.links.detailed.v11.5.txt.gz,11.5,0,,
263,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Interaction Data,https://stringdb-static.org/download/protein.physical.links.full.v11.5/9606.protein.physical.links.full.v11.5.txt.gz,defaut,TXT,9606.protein.physical.links.full.v11.5.txt.gz,11.5,0,,
264,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Accessory Data,https://stringdb-static.org/download/protein.info.v11.5/9606.protein.info.v11.5.txt.gz,defaut,TXT,9606.protein.info.v11.5.txt.gz,11.5,0,,
265,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Accessory Data,https://stringdb-static.org/download/protein.sequences.v11.5/9606.protein.sequences.v11.5.fa.gz,defaut,TXT,9606.protein.sequences.v11.5.fa.gz,11.5,0,,
266,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Accessory Data,https://stringdb-static.org/download/protein.aliases.v11.5/9606.protein.aliases.v11.5.txt.gz,defaut,TXT,9606.protein.aliases.v11.5.txt.gz,11.5,0,,
267,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Accessory Data,https://stringdb-static.org/download/protein.homology.v11.5/9606.protein.homology.v11.5.txt.gz,defaut,TXT,9606.protein.homology.v11.5.txt.gz,11.5,0,,
268,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Accessory Data,https://stringdb-static.org/download/protein.enrichment.terms.v11.5/9606.protein.enrichment.terms.v11.5.txt.gz,defaut,TXT,9606.protein.enrichment.terms.v11.5.txt.gz,11.5,0,,
269,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Accessory Data,https://stringdb-static.org/download/clusters.proteins.v11.5/9606.clusters.proteins.v11.5.txt.gz,defaut,TXT,9606.clusters.proteins.v11.5.txt.gz,11.5,0,,
270,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Accessory Data,https://stringdb-static.org/download/clusters.info.v11.5/9606.clusters.info.v11.5.txt.gz,defaut,TXT,9606.clusters.info.v11.5.txt.gz,11.5,0,,
271,STRING,STRING,Proteins/Human Sapiens Only/Reduce File Size,Accessory Data,https://stringdb-static.org/download/clusters.tree.v11.5/9606.clusters.tree.v11.5.txt.gz,defaut,TXT,9606.clusters.tree.v11.5.txt.gz,11.5,0,,
272,DrugBank,DrugBank,Complete Database,All drugs,https://go.drugbank.com/releases/5-1-8/downloads/all-full-database,defaut,XML,all-full-database,5.1.8,0,,
273,DrugBank,DrugBank,Full Drug Structures in SDF Format,All,https://go.drugbank.com/releases/5-1-8/downloads/all-structures,defaut,SDF,all-structures,5.1.8,0,,
274,DrugBank,DrugBank,Full Drug Structures in SDF Format,All (3D),https://go.drugbank.com/releases/5-1-8/downloads/all-3d-structures,defaut,SDF,all-3d-structures,5.1.8,0,,
275,DrugBank,DrugBank,Full Drug Structures in SDF Format,Approved,https://go.drugbank.com/releases/5-1-8/downloads/approved-structures,defaut,SDF,approved-structures,5.1.8,0,,
276,DrugBank,DrugBank,Full Drug Structures in SDF Format,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/experimental-structures,defaut,SDF,experimental-structures,5.1.8,0,,
277,DrugBank,DrugBank,Full Drug Structures in SDF Format,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/nutraceutical-structures,defaut,SDF,nutraceutical-structures,5.1.8,0,,
278,DrugBank,DrugBank,Full Drug Structures in SDF Format,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/illicit-structures,defaut,SDF,illicit-structures,5.1.8,0,,
279,DrugBank,DrugBank,Full Drug Structures in SDF Format,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/withdrawn-structures,defaut,SDF,withdrawn-structures,5.1.8,0,,
280,DrugBank,DrugBank,Full Drug Structures in SDF Format,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/investigational-structures,defaut,SDF,investigational-structures,5.1.8,0,,
281,DrugBank,DrugBank,Structure External Links,All,https://go.drugbank.com/releases/5-1-8/downloads/all-structure-links,defaut,CSV,all-structure-links,5.1.8,0,,
282,DrugBank,DrugBank,Structure External Links,Approved,https://go.drugbank.com/releases/5-1-8/downloads/approved-structure-links,defaut,CSV,approved-structure-links,5.1.8,0,,
283,DrugBank,DrugBank,Structure External Links,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/experimental-structure-links,defaut,CSV,experimental-structure-links,5.1.8,0,,
284,DrugBank,DrugBank,Structure External Links,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/nutraceutical-structure-links,defaut,CSV,nutraceutical-structure-links,5.1.8,0,,
285,DrugBank,DrugBank,Structure External Links,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/illicit-structure-links,defaut,CSV,illicit-structure-links,5.1.8,0,,
286,DrugBank,DrugBank,Structure External Links,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/withdrawn-structure-links,defaut,CSV,withdrawn-structure-links,5.1.8,0,,
287,DrugBank,DrugBank,Structure External Links,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/investigational-structure-links,defaut,CSV,investigational-structure-links,5.1.8,0,,
288,DrugBank,DrugBank,Full Metabolite Structures in SDF Format,,https://go.drugbank.com/releases/5-1-8/downloads/all-metabolite-structures,defaut,SDF,all-metabolite-structures,5.1.8,0,,
289,DrugBank,DrugBank,External Drug Links,All,https://go.drugbank.com/releases/5-1-8/downloads/all-drug-links,defaut,CSV,all-drug-links,5.1.8,0,,
290,DrugBank,DrugBank,External Drug Links,Approved,https://go.drugbank.com/releases/5-1-8/downloads/approved-drug-links,defaut,CSV,approved-drug-links,5.1.8,0,,
291,DrugBank,DrugBank,External Drug Links,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/small_molecule-drug-links,defaut,CSV,small_molecule-drug-links,5.1.8,0,,
292,DrugBank,DrugBank,External Drug Links,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/biotech-drug-links,defaut,CSV,biotech-drug-links,5.1.8,0,,
293,DrugBank,DrugBank,External Drug Links,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/experimental-drug-links,defaut,CSV,experimental-drug-links,5.1.8,0,,
294,DrugBank,DrugBank,External Drug Links,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/nutraceutical-drug-links,defaut,CSV,nutraceutical-drug-links,5.1.8,0,,
295,DrugBank,DrugBank,External Drug Links,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/illicit-drug-links,defaut,CSV,illicit-drug-links,5.1.8,0,,
296,DrugBank,DrugBank,External Drug Links,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/withdrawn-drug-links,defaut,CSV,withdrawn-drug-links,5.1.8,0,,
297,DrugBank,DrugBank,External Drug Links,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/investigational-drug-links,defaut,CSV,investigational-drug-links,5.1.8,0,,
298,DrugBank,DrugBank,Target Drug-UniProt Links,All,https://go.drugbank.com/releases/5-1-8/downloads/target-all-uniprot-links,defaut,CSV,target-all-uniprot-links,5.1.8,0,,
299,DrugBank,DrugBank,Target Drug-UniProt Links,Approved,https://go.drugbank.com/releases/5-1-8/downloads/target-approved-uniprot-links,defaut,CSV,target-approved-uniprot-links,5.1.8,0,,
300,DrugBank,DrugBank,Target Drug-UniProt Links,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/target-small_molecule-uniprot-links,defaut,CSV,target-small_molecule-uniprot-links,5.1.8,0,,
301,DrugBank,DrugBank,Target Drug-UniProt Links,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/target-biotech-uniprot-links,defaut,CSV,target-biotech-uniprot-links,5.1.8,0,,
302,DrugBank,DrugBank,Target Drug-UniProt Links,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/target-experimental-uniprot-links,defaut,CSV,target-experimental-uniprot-links,5.1.8,0,,
303,DrugBank,DrugBank,Target Drug-UniProt Links,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/target-nutraceutical-uniprot-links,defaut,CSV,target-nutraceutical-uniprot-links,5.1.8,0,,
304,DrugBank,DrugBank,Target Drug-UniProt Links,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/target-illicit-uniprot-links,defaut,CSV,target-illicit-uniprot-links,5.1.8,0,,
305,DrugBank,DrugBank,Target Drug-UniProt Links,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/target-withdrawn-uniprot-links,defaut,CSV,target-withdrawn-uniprot-links,5.1.8,0,,
306,DrugBank,DrugBank,Target Drug-UniProt Links,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/target-investigational-uniprot-links,defaut,CSV,target-investigational-uniprot-links,5.1.8,0,,
307,DrugBank,DrugBank,Enzyme Drug-UniProt Links,All,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-all-uniprot-links,defaut,CSV,enzyme-all-uniprot-links,5.1.8,0,,
308,DrugBank,DrugBank,Enzyme Drug-UniProt Links,Approved,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-approved-uniprot-links,defaut,CSV,enzyme-approved-uniprot-links,5.1.8,0,,
309,DrugBank,DrugBank,Enzyme Drug-UniProt Links,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-small_molecule-uniprot-links,defaut,CSV,enzyme-small_molecule-uniprot-links,5.1.8,0,,
310,DrugBank,DrugBank,Enzyme Drug-UniProt Links,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-biotech-uniprot-links,defaut,CSV,enzyme-biotech-uniprot-links,5.1.8,0,,
311,DrugBank,DrugBank,Enzyme Drug-UniProt Links,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-experimental-uniprot-links,defaut,CSV,enzyme-experimental-uniprot-links,5.1.8,0,,
312,DrugBank,DrugBank,Enzyme Drug-UniProt Links,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-nutraceutical-uniprot-links,defaut,CSV,enzyme-nutraceutical-uniprot-links,5.1.8,0,,
313,DrugBank,DrugBank,Enzyme Drug-UniProt Links,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-illicit-uniprot-links,defaut,CSV,enzyme-illicit-uniprot-links,5.1.8,0,,
314,DrugBank,DrugBank,Enzyme Drug-UniProt Links,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-withdrawn-uniprot-links,defaut,CSV,enzyme-withdrawn-uniprot-links,5.1.8,0,,
315,DrugBank,DrugBank,Enzyme Drug-UniProt Links,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-investigational-uniprot-links,defaut,CSV,enzyme-investigational-uniprot-links,5.1.8,0,,
316,DrugBank,DrugBank,Carrier Drug-UniProt Links,All,https://go.drugbank.com/releases/5-1-8/downloads/carrier-all-uniprot-links,defaut,CSV,carrier-all-uniprot-links,5.1.8,0,,
317,DrugBank,DrugBank,Carrier Drug-UniProt Links,Approved,https://go.drugbank.com/releases/5-1-8/downloads/carrier-approved-uniprot-links,defaut,CSV,carrier-approved-uniprot-links,5.1.8,0,,
318,DrugBank,DrugBank,Carrier Drug-UniProt Links,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/carrier-small_molecule-uniprot-links,defaut,CSV,carrier-small_molecule-uniprot-links,5.1.8,0,,
319,DrugBank,DrugBank,Carrier Drug-UniProt Links,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/carrier-biotech-uniprot-links,defaut,CSV,carrier-biotech-uniprot-links,5.1.8,0,,
320,DrugBank,DrugBank,Carrier Drug-UniProt Links,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/carrier-experimental-uniprot-links,defaut,CSV,carrier-experimental-uniprot-links,5.1.8,0,,
321,DrugBank,DrugBank,Carrier Drug-UniProt Links,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/carrier-nutraceutical-uniprot-links,defaut,CSV,carrier-nutraceutical-uniprot-links,5.1.8,0,,
322,DrugBank,DrugBank,Carrier Drug-UniProt Links,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/carrier-illicit-uniprot-links,defaut,CSV,carrier-illicit-uniprot-links,5.1.8,0,,
323,DrugBank,DrugBank,Carrier Drug-UniProt Links,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/carrier-withdrawn-uniprot-links,defaut,CSV,carrier-withdrawn-uniprot-links,5.1.8,0,,
324,DrugBank,DrugBank,Carrier Drug-UniProt Links,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/carrier-investigational-uniprot-links,defaut,CSV,carrier-investigational-uniprot-links,5.1.8,0,,
325,DrugBank,DrugBank,Transporter Drug-UniProt Links,All,https://go.drugbank.com/releases/5-1-8/downloads/transporter-all-uniprot-links,defaut,CSV,transporter-all-uniprot-links,5.1.8,0,,
326,DrugBank,DrugBank,Transporter Drug-UniProt Links,Approved,https://go.drugbank.com/releases/5-1-8/downloads/transporter-approved-uniprot-links,defaut,CSV,transporter-approved-uniprot-links,5.1.8,0,,
327,DrugBank,DrugBank,Transporter Drug-UniProt Links,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/transporter-small_molecule-uniprot-links,defaut,CSV,transporter-small_molecule-uniprot-links,5.1.8,0,,
328,DrugBank,DrugBank,Transporter Drug-UniProt Links,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/transporter-biotech-uniprot-links,defaut,CSV,transporter-biotech-uniprot-links,5.1.8,0,,
329,DrugBank,DrugBank,Transporter Drug-UniProt Links,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/transporter-experimental-uniprot-links,defaut,CSV,transporter-experimental-uniprot-links,5.1.8,0,,
330,DrugBank,DrugBank,Transporter Drug-UniProt Links,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/transporter-nutraceutical-uniprot-links,defaut,CSV,transporter-nutraceutical-uniprot-links,5.1.8,0,,
331,DrugBank,DrugBank,Transporter Drug-UniProt Links,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/transporter-illicit-uniprot-links,defaut,CSV,transporter-illicit-uniprot-links,5.1.8,0,,
332,DrugBank,DrugBank,Transporter Drug-UniProt Links,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/transporter-withdrawn-uniprot-links,defaut,CSV,transporter-withdrawn-uniprot-links,5.1.8,0,,
333,DrugBank,DrugBank,Transporter Drug-UniProt Links,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/transporter-investigational-uniprot-links,defaut,CSV,transporter-investigational-uniprot-links,5.1.8,0,,
334,DrugBank,DrugBank,Drug Target Identifiers,All,https://go.drugbank.com/releases/5-1-8/downloads/target-all-polypeptide-ids,defaut,CSV,target-all-polypeptide-ids,5.1.8,0,,
335,DrugBank,DrugBank,Drug Target Identifiers,Approved,https://go.drugbank.com/releases/5-1-8/downloads/target-approved-polypeptide-ids,defaut,CSV,target-approved-polypeptide-ids,5.1.8,0,,
336,DrugBank,DrugBank,Drug Target Identifiers,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/target-small_molecule-polypeptide-ids,defaut,CSV,target-small_molecule-polypeptide-ids,5.1.8,0,,
337,DrugBank,DrugBank,Drug Target Identifiers,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/target-biotech-polypeptide-ids,defaut,CSV,target-biotech-polypeptide-ids,5.1.8,0,,
338,DrugBank,DrugBank,Drug Target Identifiers,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/target-experimental-polypeptide-ids,defaut,CSV,target-experimental-polypeptide-ids,5.1.8,0,,
339,DrugBank,DrugBank,Drug Target Identifiers,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/target-nutraceutical-polypeptide-ids,defaut,CSV,target-nutraceutical-polypeptide-ids,5.1.8,0,,
340,DrugBank,DrugBank,Drug Target Identifiers,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/target-illicit-polypeptide-ids,defaut,CSV,target-illicit-polypeptide-ids,5.1.8,0,,
341,DrugBank,DrugBank,Drug Target Identifiers,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/target-withdrawn-polypeptide-ids,defaut,CSV,target-withdrawn-polypeptide-ids,5.1.8,0,,
342,DrugBank,DrugBank,Drug Target Identifiers,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/target-investigational-polypeptide-ids,defaut,CSV,target-investigational-polypeptide-ids,5.1.8,0,,
343,DrugBank,DrugBank,Drug Enzyme Identifiers,All,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-all-polypeptide-ids,defaut,CSV,enzyme-all-polypeptide-ids,5.1.8,0,,
344,DrugBank,DrugBank,Drug Enzyme Identifiers,Approved,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-approved-polypeptide-ids,defaut,CSV,enzyme-approved-polypeptide-ids,5.1.8,0,,
345,DrugBank,DrugBank,Drug Enzyme Identifiers,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-small_molecule-polypeptide-ids,defaut,CSV,enzyme-small_molecule-polypeptide-ids,5.1.8,0,,
346,DrugBank,DrugBank,Drug Enzyme Identifiers,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-biotech-polypeptide-ids,defaut,CSV,enzyme-biotech-polypeptide-ids,5.1.8,0,,
347,DrugBank,DrugBank,Drug Enzyme Identifiers,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-experimental-polypeptide-ids,defaut,CSV,enzyme-experimental-polypeptide-ids,5.1.8,0,,
348,DrugBank,DrugBank,Drug Enzyme Identifiers,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-nutraceutical-polypeptide-ids,defaut,CSV,enzyme-nutraceutical-polypeptide-ids,5.1.8,0,,
349,DrugBank,DrugBank,Drug Enzyme Identifiers,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-illicit-polypeptide-ids,defaut,CSV,enzyme-illicit-polypeptide-ids,5.1.8,0,,
350,DrugBank,DrugBank,Drug Enzyme Identifiers,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-withdrawn-polypeptide-ids,defaut,CSV,enzyme-withdrawn-polypeptide-ids,5.1.8,0,,
351,DrugBank,DrugBank,Drug Enzyme Identifiers,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-investigational-polypeptide-ids,defaut,CSV,enzyme-investigational-polypeptide-ids,5.1.8,0,,
352,DrugBank,DrugBank,Drug Carrier Identifiers,All,https://go.drugbank.com/releases/5-1-8/downloads/carrier-all-polypeptide-ids,defaut,CSV,carrier-all-polypeptide-ids,5.1.8,0,,
353,DrugBank,DrugBank,Drug Carrier Identifiers,Approved,https://go.drugbank.com/releases/5-1-8/downloads/carrier-approved-polypeptide-ids,defaut,CSV,carrier-approved-polypeptide-ids,5.1.8,0,,
354,DrugBank,DrugBank,Drug Carrier Identifiers,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/carrier-small_molecule-polypeptide-ids,defaut,CSV,carrier-small_molecule-polypeptide-ids,5.1.8,0,,
355,DrugBank,DrugBank,Drug Carrier Identifiers,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/carrier-biotech-polypeptide-ids,defaut,CSV,carrier-biotech-polypeptide-ids,5.1.8,0,,
356,DrugBank,DrugBank,Drug Carrier Identifiers,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/carrier-experimental-polypeptide-ids,defaut,CSV,carrier-experimental-polypeptide-ids,5.1.8,0,,
357,DrugBank,DrugBank,Drug Carrier Identifiers,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/carrier-nutraceutical-polypeptide-ids,defaut,CSV,carrier-nutraceutical-polypeptide-ids,5.1.8,0,,
358,DrugBank,DrugBank,Drug Carrier Identifiers,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/carrier-illicit-polypeptide-ids,defaut,CSV,carrier-illicit-polypeptide-ids,5.1.8,0,,
359,DrugBank,DrugBank,Drug Carrier Identifiers,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/carrier-withdrawn-polypeptide-ids,defaut,CSV,carrier-withdrawn-polypeptide-ids,5.1.8,0,,
360,DrugBank,DrugBank,Drug Carrier Identifiers,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/carrier-investigational-polypeptide-ids,defaut,CSV,carrier-investigational-polypeptide-ids,5.1.8,0,,
361,DrugBank,DrugBank,Drug Transporter Identifiers,All,https://go.drugbank.com/releases/5-1-8/downloads/transporter-all-polypeptide-ids,defaut,CSV,transporter-all-polypeptide-ids,5.1.8,0,,
362,DrugBank,DrugBank,Drug Transporter Identifiers,Approved,https://go.drugbank.com/releases/5-1-8/downloads/transporter-approved-polypeptide-ids,defaut,CSV,transporter-approved-polypeptide-ids,5.1.8,0,,
363,DrugBank,DrugBank,Drug Transporter Identifiers,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/transporter-small_molecule-polypeptide-ids,defaut,CSV,transporter-small_molecule-polypeptide-ids,5.1.8,0,,
364,DrugBank,DrugBank,Drug Transporter Identifiers,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/transporter-biotech-polypeptide-ids,defaut,CSV,transporter-biotech-polypeptide-ids,5.1.8,0,,
365,DrugBank,DrugBank,Drug Transporter Identifiers,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/transporter-experimental-polypeptide-ids,defaut,CSV,transporter-experimental-polypeptide-ids,5.1.8,0,,
366,DrugBank,DrugBank,Drug Transporter Identifiers,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/transporter-nutraceutical-polypeptide-ids,defaut,CSV,transporter-nutraceutical-polypeptide-ids,5.1.8,0,,
367,DrugBank,DrugBank,Drug Transporter Identifiers,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/transporter-illicit-polypeptide-ids,defaut,CSV,transporter-illicit-polypeptide-ids,5.1.8,0,,
368,DrugBank,DrugBank,Drug Transporter Identifiers,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/transporter-withdrawn-polypeptide-ids,defaut,CSV,transporter-withdrawn-polypeptide-ids,5.1.8,0,,
369,DrugBank,DrugBank,Drug Transporter Identifiers,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/transporter-investigational-polypeptide-ids,defaut,CSV,transporter-investigational-polypeptide-ids,5.1.8,0,,
370,DrugBank,DrugBank,Drug Target Sequences,All,https://go.drugbank.com/releases/5-1-8/downloads/target-all-polypeptide-sequences,defaut,FASTA,target-all-polypeptide-sequences,5.1.8,0,,
371,DrugBank,DrugBank,Drug Target Sequences,Approved,https://go.drugbank.com/releases/5-1-8/downloads/target-approved-polypeptide-sequences,defaut,FASTA,target-approved-polypeptide-sequences,5.1.8,0,,
372,DrugBank,DrugBank,Drug Target Sequences,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/target-small_molecule-polypeptide-sequences,defaut,FASTA,target-small_molecule-polypeptide-sequences,5.1.8,0,,
373,DrugBank,DrugBank,Drug Target Sequences,Biotech,https://go.drugbank.com/releases/5-1-8/downloads/target-biotech-polypeptide-sequences,defaut,FASTA,target-biotech-polypeptide-sequences,5.1.8,0,,
374,DrugBank,DrugBank,Drug Target Sequences,Experimental,https://go.drugbank.com/releases/5-1-8/downloads/target-experimental-polypeptide-sequences,defaut,FASTA,target-experimental-polypeptide-sequences,5.1.8,0,,
375,DrugBank,DrugBank,Drug Target Sequences,Nutraceutical,https://go.drugbank.com/releases/5-1-8/downloads/target-nutraceutical-polypeptide-sequences,defaut,FASTA,target-nutraceutical-polypeptide-sequences,5.1.8,0,,
376,DrugBank,DrugBank,Drug Target Sequences,Illicit,https://go.drugbank.com/releases/5-1-8/downloads/target-illicit-polypeptide-sequences,defaut,FASTA,target-illicit-polypeptide-sequences,5.1.8,0,,
377,DrugBank,DrugBank,Drug Target Sequences,Withdrawn,https://go.drugbank.com/releases/5-1-8/downloads/target-withdrawn-polypeptide-sequences,defaut,FASTA,target-withdrawn-polypeptide-sequences,5.1.8,0,,
378,DrugBank,DrugBank,Drug Target Sequences,Investigational,https://go.drugbank.com/releases/5-1-8/downloads/target-investigational-polypeptide-sequences,defaut,FASTA,target-investigational-polypeptide-sequences,5.1.8,0,,
379,DrugBank,DrugBank,Drug Enzyme Sequences,All,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-all-polypeptide-sequences,defaut,FASTA,enzyme-all-polypeptide-sequences,5.1.8,0,,
380,DrugBank,DrugBank,Drug Enzyme Sequences,Approved,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-approved-polypeptide-sequences,defaut,FASTA,enzyme-approved-polypeptide-sequences,5.1.8,0,,
381,DrugBank,DrugBank,Drug Enzyme Sequences,Small Molecule,https://go.drugbank.com/releases/5-1-8/downloads/enzyme-small_molecule-polypeptide-sequences,defaut,FASTA,enzyme-small_molecule-polypeptide-sequences,5.1.8,0,,
